name, average, standard, count
Glafcos_Clerides, 0.207095, 0.037023, 4
Gloria_Allred, 0.272512, 0.000000, 2
Gloria_Macapagal_Arroyo, 0.304212, 0.118705, 44
Gloria_Trevi, 0.181698, 0.066122, 4
GL_Peiris, 0.410791, 0.146851, 4
Goh_Kun, 0.134253, 0.000000, 2
Goldie_Hawn, 0.267020, 0.044304, 7
Gonzalo_Sanchez_de_Lozada, 0.299180, 0.143109, 12
Goran_Persson, 0.327261, 0.000000, 2
Gordon_Brown, 0.456351, 0.088653, 13
Gordon_Campbell, 0.528609, 0.000000, 2
