name, average, standard, count
Ed_Smart, 0.386432, 0.034136, 3
Eileen_Coparropa, 0.276408, 0.016235, 3
Elena_Bovina, 0.489972, 0.078941, 3
Eliane_Karp, 0.276769, 0.027898, 4
Elijah_Wood, 0.340351, 0.058463, 3
Elinor_Caplan, 0.387638, 0.000000, 2
Elin_Nordegren, 0.215088, 0.000000, 2
Elisabeth_Schumacher, 0.514389, 0.000000, 2
Elizabeth_Dole, 0.304059, 0.051626, 4
Elizabeth_Hurley, 0.347471, 0.074408, 5
Elizabeth_Shue, 0.186052, 0.000000, 2
Elizabeth_Smart, 0.372683, 0.113064, 5
Elizabeth_Taylor, 0.254682, 0.000000, 2
Ellen_DeGeneres, 0.288905, 0.000000, 2
Ellen_Engleman, 0.415725, 0.000000, 2
Elsa_Zylberstein, 0.317741, 0.095079, 6
Elton_John, 0.360433, 0.096869, 7
Elvis_Presley, 0.240207, 0.000000, 2
Emanuel_Ginobili, 0.611102, 0.145927, 5
Emile_Lahoud, 0.419940, 0.000000, 2
Emily_Robison, 0.418254, 0.000000, 2
Emmanuelle_Beart, 0.421084, 0.065411, 3
Emma_Thompson, 0.356693, 0.152115, 3
Emma_Watson, 0.272733, 0.133551, 5
Emmit_Smith, 0.526753, 0.000000, 2
Enrique_Bolanos, 0.369705, 0.167570, 5
Eric_Clapton, 0.204391, 0.000000, 2
Eric_Hinske, 0.441261, 0.000000, 2
Eric_Robert_Rudolph, 0.484113, 0.026139, 3
Eric_Rosser, 0.265045, 0.000000, 2
Erika_Christensen, 0.363987, 0.000000, 2
Erika_Harold, 0.251449, 0.057117, 5
Erik_Morales, 0.388480, 0.102568, 3
Erin_Runnion, 0.381429, 0.100147, 4
Ernesto_Zedillo, 0.364168, 0.000000, 2
Ernie_Els, 0.491579, 0.118230, 4
Ernie_Eves, 0.522209, 0.000000, 2
Ernie_Fletcher, 0.396479, 0.000000, 2
Ethan_Hawke, 0.299233, 0.048376, 4
Eunice_Barber, 0.604757, 0.000000, 2
Evander_Holyfield, 0.318877, 0.000000, 2
Evan_Rachel_Wood, 0.273096, 0.092876, 3
Eva_Dimas, 0.385669, 0.000000, 2
Eve_Pelletier, 0.353037, 0.000000, 2
Fabiola_Zuluaga, 0.312836, 0.000000, 2
Fabrice_Santoro, 0.367182, 0.048289, 3
Farouk_al-Sharaa, 0.328720, 0.060798, 3
Faye_Dunaway, 0.327601, 0.041683, 3
Fayssal_Mekdad, 0.524362, 0.088155, 4
Federico_Trillo, 0.233592, 0.034149, 3
Felipe_Perez_Roque, 0.366534, 0.060801, 4
Felix_Mantilla, 0.389798, 0.000000, 2
Ferenc_Madl, 0.671594, 0.000000, 2
Fernando_Gonzalez, 0.343155, 0.094733, 9
Fernando_Henrique_Cardoso, 0.372054, 0.156922, 8
Fernando_Vargas, 0.443380, 0.089040, 4
Fidel_Castro, 0.321823, 0.095590, 18
Filippo_Inzaghi, 0.354425, 0.033448, 3
Flavia_Delaroli, 0.443423, 0.000000, 2
Flor_Montulo, 0.549983, 0.000000, 2
Frances_Fisher, 0.476773, 0.000000, 2
Francisco_Flores, 0.500846, 0.094828, 4
Francis_Ford_Coppola, 0.428591, 0.000000, 2
Francis_George, 0.355609, 0.000000, 2
Francis_Mer, 0.406556, 0.000000, 2
Franco_Dragone, 0.363021, 0.000000, 2
Franko_Simatovic, 0.381500, 0.000000, 2
Frank_Cassell, 0.540894, 0.034403, 3
Frank_Dunham_Jr, 0.315935, 0.000000, 2
Frank_Griswold, 0.380936, 0.000000, 2
Frank_Lautenberg, 0.565621, 0.000000, 2
Frank_Solich, 0.464160, 0.150260, 5
Frank_Stallone, 0.320110, 0.000000, 2
Franz_Beckenbauer, 0.275700, 0.000000, 2
Franz_Fischler, 0.388502, 0.135806, 4
Franz_Muentefering, 0.369470, 0.084454, 4
Fran_Drescher, 0.173809, 0.000000, 2
Freddy_Garcia, 0.429625, 0.000000, 2
Fred_Eckhard, 0.302382, 0.041047, 3
Fred_Funk, 0.349289, 0.000000, 2
Fred_Thompson, 0.336949, 0.041161, 3
Fujio_Cho, 0.325527, 0.065506, 6
Gabriel_Batistuta, 0.628718, 0.000000, 2
Gabriel_Valdes, 0.174441, 0.000000, 2
Gao_Qiang, 0.612400, 0.000000, 2
Garry_Kasparov, 0.376042, 0.000000, 2
Garry_Trudeau, 0.301092, 0.000000, 2
Gary_Bergeron, 0.248746, 0.000000, 2
Gary_Carter, 0.503790, 0.085472, 3
Gary_Doer, 0.557191, 0.076214, 3
Gary_Forsee, 0.425989, 0.000000, 2
Gary_Locke, 0.386920, 0.000000, 2
Gary_Williams, 0.553921, 0.000000, 2
Gary_Winnick, 0.594048, 0.000000, 2
Gene_Robinson, 0.402242, 0.073998, 5
Geno_Auriemma, 0.347717, 0.000000, 2
Geoff_Hoon, 0.327579, 0.071778, 7
George_Brumley, 0.638591, 0.000000, 2
George_Clooney, 0.316270, 0.092312, 9
George_Foreman, 0.623982, 0.000000, 2
George_Galloway, 0.378714, 0.090828, 4
George_HW_Bush, 0.392718, 0.104131, 13
George_Karl, 0.280988, 0.000000, 2
George_Lopez, 0.189398, 0.093810, 5
George_Papandreou, 0.367011, 0.072646, 4
George_Pataki, 0.425039, 0.177467, 5
George_P_Bush, 0.207094, 0.000000, 2
George_Robertson, 0.382777, 0.084745, 22
George_Roy_Hill, 0.212695, 0.000000, 2
George_Ryan, 0.446710, 0.032809, 4
George_Tenet, 0.493009, 0.000000, 2
George_Voinovich, 0.390053, 0.122934, 3
Georgi_Parvanov, 0.266279, 0.000000, 2
Geraldine_Chaplin, 0.308229, 0.074412, 4
Gerardo_Gambala, 0.180933, 0.000000, 2
Gerard_Depardieu, 0.320178, 0.000000, 2
Gerhard_Schroeder, 0.357659, 0.108954, 109
Gerry_Adams, 0.544857, 0.116292, 8
Gerry_Parsky, 0.497663, 0.000000, 2
Gianna_Angelopoulos-Daskalaki, 0.363227, 0.065643, 3
Gian_Marco, 0.413913, 0.112777, 3
Gilberto_Rodriguez_Orejuela, 0.594664, 0.149164, 4
Gillian_Anderson, 0.314599, 0.000000, 2
Gil_de_Ferran, 0.408770, 0.082346, 5
Gisele_Bundchen, 0.477373, 0.000000, 2
Giuseppe_Gibilisco, 0.389182, 0.066134, 4
Glafcos_Clerides, 0.330115, 0.016917, 4
Gloria_Allred, 0.435744, 0.000000, 2
Gloria_Macapagal_Arroyo, 0.304212, 0.117527, 44
Gloria_Trevi, 0.261882, 0.118529, 4
GL_Peiris, 0.533749, 0.167839, 4
Goh_Kun, 0.374137, 0.000000, 2
Goldie_Hawn, 0.346502, 0.111417, 7
Gonzalo_Sanchez_de_Lozada, 0.340961, 0.112043, 12
Goran_Persson, 0.369659, 0.000000, 2
Gordon_Brown, 0.354268, 0.075364, 13
Gordon_Campbell, 0.448839, 0.000000, 2
Grady_Irvin_Jr, 0.196260, 0.000000, 2
