name, average, standard, count
Chick_Hearn, 0.190706, 0.015233, 3
Chita_Rivera, 0.235654, 0.000000, 2
Choi_Sung-hong, 0.141605, 0.054327, 5
Chok_Tong_Goh, 0.215816, 0.000000, 2
Christian_Fittipaldi, 0.315463, 0.000000, 2
Christian_Longo, 0.164661, 0.021289, 3
Christian_Wulff, 0.207450, 0.000000, 2
Christina_Aguilera, 0.282267, 0.060401, 4
Christine_Baumgartner, 0.281641, 0.081859, 5
Christine_Ebersole, 0.376119, 0.000000, 2
Christine_Gregoire, 0.165365, 0.029080, 4
Christine_Todd_Whitman, 0.252319, 0.041290, 6
Christopher_Patten, 0.435949, 0.000000, 2
Christopher_Reeve, 0.346488, 0.062304, 4
Christopher_Walken, 0.216467, 0.040715, 4
Chris_Bell, 0.213357, 0.000000, 2
Chris_Byrd, 0.336171, 0.000000, 2
Chris_Cooper, 0.296628, 0.000000, 2
Chris_Rock, 0.277668, 0.000000, 2
Chris_Tucker, 0.376322, 0.000000, 2
Chuck_Amato, 0.179031, 0.000000, 2
Chuck_Yeager, 0.249766, 0.000000, 2
Chung_Mong-hun, 0.210973, 0.000000, 2
Chung_Mong-joon, 0.261773, 0.000000, 2
Cindy_Crawford, 0.302474, 0.045212, 3
Cindy_Margolis, 0.343574, 0.000000, 2
Ciro_Gomes, 0.217006, 0.120720, 5
Claire_Danes, 0.143551, 0.017812, 3
Claire_Hentzen, 0.169838, 0.000000, 2
Claire_Leger, 0.194788, 0.000000, 2
Clara_Harris, 0.273845, 0.039951, 5
Clare_Short, 0.214130, 0.026822, 4
Claudia_Pechstein, 0.420776, 0.141720, 4
Claudia_Schiffer, 0.177956, 0.049877, 3
Clay_Aiken, 0.169412, 0.084068, 6
Clint_Eastwood, 0.368336, 0.093829, 6
Colin_Farrell, 0.263158, 0.102802, 9
Colin_Jackson, 0.210917, 0.000000, 2
Colin_Montgomerie, 0.357801, 0.087560, 4
Colin_Powell, 0.206802, 0.102768, 236
Conan_OBrien, 0.434717, 0.085568, 4
Conchita_Martinez, 0.307745, 0.111333, 3
Condoleezza_Rice, 0.300863, 0.179523, 11
Constance_Marie, 0.234206, 0.063657, 3
Coretta_Scott_King, 0.151479, 0.031443, 3
Corinne_Coman, 0.234445, 0.000000, 2
Costas_Simitis, 0.156143, 0.118915, 6
Courtney_Love, 0.204094, 0.000000, 2
Cristina_Fernandez, 0.210841, 0.000000, 2
Cristina_Saralegui, 0.276151, 0.000000, 2
Cruz_Bustamante, 0.154367, 0.126520, 5
Cyndi_Thompson, 0.216217, 0.000000, 2
Daisy_Fuentes, 0.370260, 0.065141, 4
Dai_Bachtiar, 0.344633, 0.000000, 2
Dalai_Lama, 0.660512, 0.000000, 2
Dale_Earnhardt_Jr, 0.517999, 0.209953, 4
Damon_van_Dam, 0.252307, 0.000000, 2
Daniela_Hantuchova, 0.211122, 0.000000, 2
Daniel_Day-Lewis, 0.283195, 0.016426, 3
Daniel_Radcliffe, 0.214933, 0.126174, 4
Dan_Morales, 0.451486, 0.095391, 3
Dan_Wheldon, 0.241669, 0.000000, 2
Darrell_Issa, 0.173658, 0.000000, 2
Darrell_Porter, 0.345743, 0.000000, 2
Darren_Clarke, 0.588849, 0.000000, 2
Daryl_Hannah, 0.366574, 0.000000, 2
Dave_Campo, 0.323149, 0.061395, 3
David_Anderson, 0.391810, 0.077245, 5
David_Beckham, 0.358637, 0.160410, 30
David_Bell, 0.176514, 0.000000, 2
David_Caraway, 0.497479, 0.000000, 2
David_Caruso, 0.240786, 0.103855, 3
